,Year,Month,Day,Date In Fraction Of Year,Number of Sunspots,Standard Deviation,Observations,Indicator
56735,1973,5,3,1973.336,91,6.3,1,1
56736,1973,5,4,1973.338,109,7.0,1,1
56737,1973,5,5,1973.3410000000001,130,7.6,1,1
56738,1973,5,6,1973.344,96,6.5,1,1
56739,1973,5,7,1973.3470000000002,116,7.2,1,1
56740,1973,5,8,1973.349,74,5.7,1,1
56741,1973,5,9,1973.352,43,4.4,1,1
56742,1973,5,10,1973.355,36,4.0,1,1
56743,1973,5,11,1973.358,37,4.1,1,1
56744,1973,5,12,1973.36,26,3.5,1,1
56745,1973,5,13,1973.3629999999998,11,2.3,1,1
56746,1973,5,14,1973.366,11,2.3,1,1
56747,1973,5,15,1973.368,36,4.0,1,1
56748,1973,5,16,1973.371,47,4.6,1,1
56749,1973,5,17,1973.374,48,4.6,1,1
56750,1973,5,18,1973.3770000000002,58,5.1,1,1
56751,1973,5,19,1973.379,59,5.1,1,1
56752,1973,5,20,1973.382,65,5.4,1,1
56753,1973,5,21,1973.385,74,5.7,1,1
56754,1973,5,22,1973.388,79,5.9,1,1
56755,1973,5,23,1973.39,67,5.4,1,1
56756,1973,5,24,1973.3929999999998,81,6.0,1,1
56757,1973,5,25,1973.396,91,6.3,1,1
56758,1973,5,26,1973.399,69,5.6,1,1
56759,1973,5,27,1973.401,72,5.7,1,1
56760,1973,5,28,1973.404,45,4.5,1,1
56761,1973,5,29,1973.4070000000002,41,4.3,1,1
56762,1973,5,30,1973.41,31,3.8,1,1
56763,1973,5,31,1973.412,25,3.4,1,1
56764,1973,6,1,1973.415,12,2.4,1,1
56765,1973,6,2,1973.418,12,2.4,1,1
56766,1973,6,3,1973.421,24,3.3,1,1
56767,1973,6,4,1973.4229999999998,21,3.1,1,1
56768,1973,6,5,1973.4260000000002,11,2.3,1,1
56769,1973,6,6,1973.4289999999999,24,3.3,1,1
56770,1973,6,7,1973.432,52,4.8,1,1
56771,1973,6,8,1973.434,58,5.1,1,1
56772,1973,6,9,1973.4370000000001,44,4.4,1,1
56773,1973,6,10,1973.44,54,4.9,1,1
56774,1973,6,11,1973.442,85,6.1,1,1
56775,1973,6,12,1973.445,82,6.0,1,1
56776,1973,6,13,1973.4479999999999,74,5.7,1,1
56777,1973,6,14,1973.451,76,5.8,1,1
56778,1973,6,15,1973.453,68,5.5,1,1
56779,1973,6,16,1973.4560000000001,64,5.3,1,1
56780,1973,6,17,1973.4589999999998,51,4.8,1,1
56781,1973,6,18,1973.4620000000002,26,3.5,1,1
56782,1973,6,19,1973.464,54,4.9,1,1
56783,1973,6,20,1973.467,72,5.7,1,1
56784,1973,6,21,1973.47,106,6.9,1,1
56785,1973,6,22,1973.473,93,6.4,1,1
56786,1973,6,23,1973.475,76,5.8,1,1
56787,1973,6,24,1973.4779999999998,72,5.7,1,1
56788,1973,6,25,1973.481,69,5.6,1,1
56789,1973,6,26,1973.484,65,5.4,1,1
56790,1973,6,27,1973.486,61,5.2,1,1
56791,1973,6,28,1973.489,59,5.1,1,1
56792,1973,6,29,1973.4920000000002,72,5.7,1,1
56793,1973,6,30,1973.495,47,4.6,1,1
56794,1973,7,1,1973.497,41,4.3,1,1
56795,1973,7,2,1973.5,44,4.4,1,1
56796,1973,7,3,1973.503,55,5.0,1,1
56797,1973,7,4,1973.505,45,4.5,1,1
56798,1973,7,5,1973.5079999999998,59,5.1,1,1
56799,1973,7,6,1973.511,79,5.9,1,1
56800,1973,7,7,1973.514,81,6.0,1,1
56801,1973,7,8,1973.516,71,5.6,1,1
56802,1973,7,9,1973.519,54,4.9,1,1
56803,1973,7,10,1973.5220000000002,45,4.5,1,1
56804,1973,7,11,1973.525,33,3.9,1,1
56805,1973,7,12,1973.527,21,3.1,1,1
56806,1973,7,13,1973.53,22,3.2,1,1
56807,1973,7,14,1973.533,15,2.7,1,1
56808,1973,7,15,1973.536,24,3.3,1,1
56809,1973,7,16,1973.5379999999998,14,2.5,1,1
56810,1973,7,17,1973.5410000000002,40,4.3,1,1
56811,1973,7,18,1973.5439999999999,59,5.1,1,1
56812,1973,7,19,1973.547,33,3.9,1,1
56813,1973,7,20,1973.549,12,2.4,1,1
56814,1973,7,21,1973.5520000000001,12,2.4,1,1
56815,1973,7,22,1973.555,21,3.1,1,1
56816,1973,7,23,1973.558,0,0.0,1,1
56817,1973,7,24,1973.56,14,2.5,1,1
56818,1973,7,25,1973.5629999999999,21,3.1,1,1
56819,1973,7,26,1973.566,12,2.4,1,1
56820,1973,7,27,1973.568,14,2.5,1,1
56821,1973,7,28,1973.5710000000001,15,2.7,1,1
56822,1973,7,29,1973.5739999999998,25,3.4,1,1
56823,1973,7,30,1973.5770000000002,17,2.8,1,1
56824,1973,7,31,1973.579,32,3.8,1,1
56825,1973,8,1,1973.582,51,4.8,1,1
56826,1973,8,2,1973.585,40,4.3,1,1
56827,1973,8,3,1973.588,31,3.8,1,1
56828,1973,8,4,1973.59,40,4.3,1,1
56829,1973,8,5,1973.5929999999998,48,4.6,1,1
56830,1973,8,6,1973.596,57,5.0,1,1
56831,1973,8,7,1973.599,59,5.1,1,1
56832,1973,8,8,1973.601,57,5.0,1,1
56833,1973,8,9,1973.604,54,4.9,1,1
56834,1973,8,10,1973.6070000000002,39,4.2,1,1
56835,1973,8,11,1973.61,33,3.9,1,1
56836,1973,8,12,1973.612,0,0.0,1,1
56837,1973,8,13,1973.615,0,0.0,1,1
56838,1973,8,14,1973.618,0,0.0,1,1
56839,1973,8,15,1973.621,0,0.0,1,1
56840,1973,8,16,1973.6229999999998,0,0.0,1,1
56841,1973,8,17,1973.626,0,0.0,1,1
56842,1973,8,18,1973.629,11,2.3,1,1
56843,1973,8,19,1973.632,11,2.3,1,1
56844,1973,8,20,1973.634,11,2.3,1,1
56845,1973,8,21,1973.6370000000002,22,3.2,1,1
56846,1973,8,22,1973.64,15,2.7,1,1
56847,1973,8,23,1973.642,25,3.4,1,1
56848,1973,8,24,1973.645,32,3.8,1,1
56849,1973,8,25,1973.648,40,4.3,1,1
56850,1973,8,26,1973.651,54,4.9,1,1
56851,1973,8,27,1973.6529999999998,52,4.8,1,1
56852,1973,8,28,1973.656,67,5.4,1,1
56853,1973,8,29,1973.6589999999999,79,5.9,1,1
56854,1973,8,30,1973.662,91,6.3,1,1
56855,1973,8,31,1973.664,116,7.2,1,1
56856,1973,9,1,1973.6670000000001,126,7.5,1,1
56857,1973,9,2,1973.67,176,8.8,1,1
56858,1973,9,3,1973.6729999999998,184,9.1,1,1
56859,1973,9,4,1973.675,171,8.7,1,1
56860,1973,9,5,1973.6779999999999,153,8.3,1,1
56861,1973,9,6,1973.681,119,7.3,1,1
56862,1973,9,7,1973.684,109,7.0,1,1
56863,1973,9,8,1973.6860000000001,102,6.7,1,1
56864,1973,9,9,1973.6889999999999,106,6.9,1,1
56865,1973,9,10,1973.692,82,6.0,1,1
56866,1973,9,11,1973.695,59,5.1,1,1
56867,1973,9,12,1973.6970000000001,32,3.8,1,1
56868,1973,9,13,1973.7,0,0.0,1,1
56869,1973,9,14,1973.703,0,0.0,1,1
56870,1973,9,15,1973.705,19,3.0,1,1
56871,1973,9,16,1973.7079999999999,37,4.1,1,1
56872,1973,9,17,1973.711,29,3.7,1,1
56873,1973,9,18,1973.714,24,3.3,1,1
56874,1973,9,19,1973.7160000000001,12,2.4,1,1
56875,1973,9,20,1973.719,43,4.4,1,1
56876,1973,9,21,1973.7220000000002,55,5.0,1,1
56877,1973,9,22,1973.725,68,5.5,1,1
56878,1973,9,23,1973.727,82,6.0,1,1
56879,1973,9,24,1973.73,89,6.3,1,1
56880,1973,9,25,1973.733,105,6.8,1,1
56881,1973,9,26,1973.736,110,7.0,1,1
56882,1973,9,27,1973.7379999999998,110,7.0,1,1
56883,1973,9,28,1973.741,113,7.1,1,1
56884,1973,9,29,1973.744,106,6.9,1,1
56885,1973,9,30,1973.747,101,6.7,1,1
56886,1973,10,1,1973.749,96,6.5,1,1
56887,1973,10,2,1973.7520000000002,93,6.4,1,1
56888,1973,10,3,1973.755,74,5.7,1,1
56889,1973,10,4,1973.7579999999998,71,5.6,1,1
56890,1973,10,5,1973.76,62,5.3,1,1
56891,1973,10,6,1973.763,54,4.9,1,1
56892,1973,10,7,1973.766,43,4.4,1,1
56893,1973,10,8,1973.7679999999998,32,3.8,1,1
56894,1973,10,9,1973.771,33,3.9,1,1
56895,1973,10,10,1973.774,12,2.4,1,1
56896,1973,10,11,1973.777,0,0.0,1,1
56897,1973,10,12,1973.779,0,0.0,1,1
56898,1973,10,13,1973.7820000000002,12,2.4,1,1
56899,1973,10,14,1973.785,15,2.7,1,1
56900,1973,10,15,1973.7879999999998,24,3.3,1,1
56901,1973,10,16,1973.79,26,3.5,1,1
56902,1973,10,17,1973.793,28,3.6,1,1
56903,1973,10,18,1973.796,22,3.2,1,1
56904,1973,10,19,1973.799,0,0.0,1,1
56905,1973,10,20,1973.8010000000002,0,0.0,1,1
56906,1973,10,21,1973.8039999999999,0,0.0,1,1
56907,1973,10,22,1973.807,24,3.3,1,1
56908,1973,10,23,1973.81,40,4.3,1,1
56909,1973,10,24,1973.8120000000001,51,4.8,1,1
56910,1973,10,25,1973.815,75,5.8,1,1
56911,1973,10,26,1973.818,84,6.1,1,1
56912,1973,10,27,1973.8210000000001,75,5.8,1,1
56913,1973,10,28,1973.8229999999999,88,6.2,1,1
56914,1973,10,29,1973.826,92,6.4,1,1
56915,1973,10,30,1973.829,78,5.9,1,1
56916,1973,10,31,1973.832,52,4.8,1,1
56917,1973,11,1,1973.8339999999998,44,4.4,1,1
56918,1973,11,2,1973.8370000000002,47,4.6,1,1
56919,1973,11,3,1973.84,33,3.9,1,1
56920,1973,11,4,1973.842,29,3.7,1,1
56921,1973,11,5,1973.845,11,2.3,1,1
56922,1973,11,6,1973.848,0,0.0,1,1
56923,1973,11,7,1973.851,0,0.0,1,1
56924,1973,11,8,1973.8529999999998,0,0.0,1,1
56925,1973,11,9,1973.856,0,0.0,1,1
56926,1973,11,10,1973.859,0,0.0,1,1
56927,1973,11,11,1973.862,11,2.3,1,1
56928,1973,11,12,1973.864,0,0.0,1,1
56929,1973,11,13,1973.8670000000002,14,2.5,1,1
56930,1973,11,14,1973.87,17,2.8,1,1
56931,1973,11,15,1973.8729999999998,18,2.9,1,1
56932,1973,11,16,1973.875,19,3.0,1,1
56933,1973,11,17,1973.878,24,3.3,1,1
56934,1973,11,18,1973.881,24,3.3,1,1
56935,1973,11,19,1973.884,32,3.8,1,1
56936,1973,11,20,1973.886,24,3.3,1,1
56937,1973,11,21,1973.889,33,3.9,1,1
56938,1973,11,22,1973.892,41,4.3,1,1
56939,1973,11,23,1973.895,55,5.0,1,1
56940,1973,11,24,1973.8970000000002,54,4.9,1,1
56941,1973,11,25,1973.9,65,5.4,1,1
56942,1973,11,26,1973.9029999999998,88,6.2,1,1
56943,1973,11,27,1973.905,85,6.1,1,1
56944,1973,11,28,1973.908,86,6.2,1,1
56945,1973,11,29,1973.911,91,6.3,1,1
56946,1973,11,30,1973.914,84,6.1,1,1
56947,1973,12,1,1973.9160000000002,65,5.4,1,1
56948,1973,12,2,1973.9189999999999,35,4.0,1,1
56949,1973,12,3,1973.922,35,4.0,1,1
56950,1973,12,4,1973.925,0,0.0,1,1
56951,1973,12,5,1973.9270000000001,0,0.0,1,1
56952,1973,12,6,1973.93,0,0.0,1,1
56953,1973,12,7,1973.933,0,0.0,1,1
56954,1973,12,8,1973.9360000000001,11,2.3,1,1
56955,1973,12,9,1973.9379999999999,12,2.4,1,1
56956,1973,12,10,1973.941,24,3.3,1,1
56957,1973,12,11,1973.944,14,2.5,1,1
56958,1973,12,12,1973.9470000000001,14,2.5,1,1
56959,1973,12,13,1973.9489999999998,12,2.4,1,1
56960,1973,12,14,1973.9520000000002,12,2.4,1,1
56961,1973,12,15,1973.955,25,3.4,1,1
56962,1973,12,16,1973.9579999999999,37,4.1,1,1
56963,1973,12,17,1973.96,57,5.0,1,1
56964,1973,12,18,1973.963,61,5.2,1,1
56965,1973,12,19,1973.9660000000001,58,5.1,1,1
56966,1973,12,20,1973.9679999999998,67,5.4,1,1
56967,1973,12,21,1973.971,72,5.7,1,1
56968,1973,12,22,1973.974,72,5.7,1,1
56969,1973,12,23,1973.977,67,5.4,1,1
56970,1973,12,24,1973.979,72,5.7,1,1
56971,1973,12,25,1973.9820000000002,75,5.8,1,1
56972,1973,12,26,1973.985,81,6.0,1,1
56973,1973,12,27,1973.9879999999998,37,4.1,1,1
56974,1973,12,28,1973.99,18,2.9,1,1
56975,1973,12,29,1973.993,0,0.0,1,1
56976,1973,12,30,1973.996,0,0.0,1,1
56977,1973,12,31,1973.999,0,0.0,1,1
56978,1974,1,1,1974.001,18,2.9,1,1
56979,1974,1,2,1974.004,22,3.2,1,1
56980,1974,1,3,1974.007,19,3.0,1,1
56981,1974,1,4,1974.01,18,2.9,1,1
56982,1974,1,5,1974.0120000000002,12,2.4,1,1
56983,1974,1,6,1974.015,0,0.0,1,1
56984,1974,1,7,1974.0179999999998,0,0.0,1,1
56985,1974,1,8,1974.021,35,4.0,1,1
56986,1974,1,9,1974.023,41,4.3,1,1
56987,1974,1,10,1974.026,61,5.2,1,1
56988,1974,1,11,1974.029,68,5.5,1,1
56989,1974,1,12,1974.0320000000002,76,5.8,1,1
56990,1974,1,13,1974.0339999999999,64,5.3,1,1
56991,1974,1,14,1974.037,99,6.6,1,1
56992,1974,1,15,1974.04,103,6.8,1,1
56993,1974,1,16,1974.0420000000001,91,6.3,1,1
56994,1974,1,17,1974.045,89,6.3,1,1
56995,1974,1,18,1974.0479999999998,78,5.9,1,1
56996,1974,1,19,1974.0510000000002,75,5.8,1,1
56997,1974,1,20,1974.0529999999999,68,5.5,1,1
56998,1974,1,21,1974.056,47,4.6,1,1
56999,1974,1,22,1974.059,51,4.8,1,1
57000,1974,1,23,1974.0620000000001,40,4.3,1,1
57001,1974,1,24,1974.0639999999999,21,3.1,1,1
57002,1974,1,25,1974.067,0,0.0,1,1
57003,1974,1,26,1974.07,12,2.4,1,1
57004,1974,1,27,1974.0729999999999,0,0.0,1,1
57005,1974,1,28,1974.075,12,2.4,1,1
57006,1974,1,29,1974.078,0,0.0,1,1
57007,1974,1,30,1974.0810000000001,0,0.0,1,1
57008,1974,1,31,1974.0839999999998,0,0.0,1,1
57009,1974,2,1,1974.086,19,3.0,1,1
57010,1974,2,2,1974.089,15,2.7,1,1
57011,1974,2,3,1974.092,11,2.3,1,1
57012,1974,2,4,1974.095,11,2.3,1,1
57013,1974,2,5,1974.0970000000002,0,0.0,1,1
57014,1974,2,6,1974.1,0,0.0,1,1
57015,1974,2,7,1974.1029999999998,11,2.3,1,1
57016,1974,2,8,1974.105,22,3.2,1,1
57017,1974,2,9,1974.108,31,3.8,1,1
57018,1974,2,10,1974.111,32,3.8,1,1
57019,1974,2,11,1974.114,29,3.7,1,1
57020,1974,2,12,1974.116,32,3.8,1,1
57021,1974,2,13,1974.119,68,5.5,1,1
57022,1974,2,14,1974.122,37,4.1,1,1
57023,1974,2,15,1974.125,64,5.3,1,1
57024,1974,2,16,1974.1270000000002,68,5.5,1,1
57025,1974,2,17,1974.13,69,5.6,1,1
57026,1974,2,18,1974.1329999999998,67,5.4,1,1
57027,1974,2,19,1974.136,61,5.2,1,1
57028,1974,2,20,1974.138,55,5.0,1,1
57029,1974,2,21,1974.141,50,4.7,1,1
57030,1974,2,22,1974.144,54,4.9,1,1
57031,1974,2,23,1974.1470000000002,44,4.4,1,1
57032,1974,2,24,1974.149,41,4.3,1,1
57033,1974,2,25,1974.152,25,3.4,1,1
57034,1974,2,26,1974.155,28,3.6,1,1
57035,1974,2,27,1974.158,52,4.8,1,1
57036,1974,2,28,1974.16,47,4.6,1,1
57037,1974,3,1,1974.1629999999998,35,4.0,1,1
57038,1974,3,2,1974.1660000000002,21,3.1,1,1
57039,1974,3,3,1974.168,0,0.0,1,1
57040,1974,3,4,1974.171,15,2.7,1,1
57041,1974,3,5,1974.174,21,3.1,1,1
57042,1974,3,6,1974.1770000000001,28,3.6,1,1
57043,1974,3,7,1974.1789999999999,29,3.7,1,1
57044,1974,3,8,1974.182,21,3.1,1,1
57045,1974,3,9,1974.185,29,3.7,1,1
57046,1974,3,10,1974.1879999999999,43,4.4,1,1
57047,1974,3,11,1974.19,52,4.8,1,1
57048,1974,3,12,1974.193,54,4.9,1,1
57049,1974,3,13,1974.1960000000001,43,4.4,1,1
57050,1974,3,14,1974.1989999999998,55,5.0,1,1
57051,1974,3,15,1974.201,48,4.6,1,1
57052,1974,3,16,1974.204,33,3.9,1,1
57053,1974,3,17,1974.207,29,3.7,1,1
57054,1974,3,18,1974.21,40,4.3,1,1
57055,1974,3,19,1974.2120000000002,31,3.8,1,1
57056,1974,3,20,1974.215,22,3.2,1,1
57057,1974,3,21,1974.2179999999998,24,3.3,1,1
57058,1974,3,22,1974.221,40,4.3,1,1
57059,1974,3,23,1974.223,36,4.0,1,1
57060,1974,3,24,1974.226,31,3.8,1,1
57061,1974,3,25,1974.229,24,3.3,1,1
57062,1974,3,26,1974.2320000000002,15,2.7,1,1
57063,1974,3,27,1974.234,14,2.5,1,1
57064,1974,3,28,1974.237,25,3.4,1,1
57065,1974,3,29,1974.24,28,3.6,1,1
57066,1974,3,30,1974.2420000000002,35,4.0,1,1
57067,1974,3,31,1974.245,37,4.1,1,1
57068,1974,4,1,1974.2479999999998,32,3.8,1,1
57069,1974,4,2,1974.251,29,3.7,1,1
57070,1974,4,3,1974.253,28,3.6,1,1
57071,1974,4,4,1974.256,32,3.8,1,1
57072,1974,4,5,1974.259,31,3.8,1,1
57073,1974,4,6,1974.2620000000002,33,3.9,1,1
57074,1974,4,7,1974.264,40,4.3,1,1
57075,1974,4,8,1974.267,54,4.9,1,1
57076,1974,4,9,1974.27,79,5.9,1,1
57077,1974,4,10,1974.273,93,6.4,1,1
57078,1974,4,11,1974.275,101,6.7,1,1
57079,1974,4,12,1974.2779999999998,105,6.8,1,1
57080,1974,4,13,1974.281,109,7.0,1,1
57081,1974,4,14,1974.2839999999999,118,7.2,1,1
57082,1974,4,15,1974.286,123,7.4,1,1
57083,1974,4,16,1974.289,109,7.0,1,1
57084,1974,4,17,1974.2920000000001,95,6.5,1,1
57085,1974,4,18,1974.295,78,5.9,1,1
57086,1974,4,19,1974.297,64,5.3,1,1
57087,1974,4,20,1974.3,59,5.1,1,1
57088,1974,4,21,1974.3029999999999,50,4.7,1,1
57089,1974,4,22,1974.305,36,4.0,1,1
57090,1974,4,23,1974.308,25,3.4,1,1
57091,1974,4,24,1974.3110000000001,26,3.5,1,1
57092,1974,4,25,1974.3139999999999,28,3.6,1,1
57093,1974,4,26,1974.316,29,3.7,1,1
57094,1974,4,27,1974.319,40,4.3,1,1
57095,1974,4,28,1974.3220000000001,22,3.2,1,1
57096,1974,4,29,1974.325,32,3.8,1,1
57097,1974,4,30,1974.3270000000002,24,3.3,1,1
57098,1974,5,1,1974.33,67,5.4,1,1
57099,1974,5,2,1974.3329999999999,99,6.6,1,1
57100,1974,5,3,1974.336,120,7.3,1,1
57101,1974,5,4,1974.338,139,7.9,1,1
57102,1974,5,5,1974.3410000000001,142,7.9,1,1
57103,1974,5,6,1974.344,144,8.0,1,1
57104,1974,5,7,1974.3470000000002,139,7.9,1,1
57105,1974,5,8,1974.349,136,7.8,1,1
57106,1974,5,9,1974.352,125,7.4,1,1
57107,1974,5,10,1974.355,98,6.6,1,1
57108,1974,5,11,1974.358,88,6.2,1,1
57109,1974,5,12,1974.36,69,5.6,1,1
57110,1974,5,13,1974.3629999999998,54,4.9,1,1
57111,1974,5,14,1974.366,45,4.5,1,1
57112,1974,5,15,1974.368,33,3.9,1,1
57113,1974,5,16,1974.371,24,3.3,1,1
57114,1974,5,17,1974.374,12,2.4,1,1
57115,1974,5,18,1974.3770000000002,0,0.0,1,1
57116,1974,5,19,1974.379,0,0.0,1,1
57117,1974,5,20,1974.382,0,0.0,1,1
57118,1974,5,21,1974.385,0,0.0,1,1
57119,1974,5,22,1974.388,11,2.3,1,1
57120,1974,5,23,1974.39,14,2.5,1,1
57121,1974,5,24,1974.3929999999998,11,2.3,1,1
57122,1974,5,25,1974.396,0,0.0,1,1
57123,1974,5,26,1974.399,29,3.7,1,1
57124,1974,5,27,1974.401,26,3.5,1,1
57125,1974,5,28,1974.404,40,4.3,1,1
57126,1974,5,29,1974.4070000000002,26,3.5,1,1
57127,1974,5,30,1974.41,11,2.3,1,1
57128,1974,5,31,1974.412,43,4.4,1,1
57129,1974,6,1,1974.415,47,4.6,1,1
57130,1974,6,2,1974.418,58,5.1,1,1
57131,1974,6,3,1974.421,74,5.7,1,1
57132,1974,6,4,1974.4229999999998,95,6.5,1,1
57133,1974,6,5,1974.4260000000002,88,6.2,1,1
57134,1974,6,6,1974.4289999999999,102,6.7,1,1
57135,1974,6,7,1974.432,92,6.4,1,1
57136,1974,6,8,1974.434,84,6.1,1,1
57137,1974,6,9,1974.4370000000001,91,6.3,1,1
57138,1974,6,10,1974.44,84,6.1,1,1
57139,1974,6,11,1974.442,68,5.5,1,1
57140,1974,6,12,1974.445,54,4.9,1,1
57141,1974,6,13,1974.4479999999999,62,5.3,1,1
57142,1974,6,14,1974.451,58,5.1,1,1
57143,1974,6,15,1974.453,45,4.5,1,1
57144,1974,6,16,1974.4560000000001,36,4.0,1,1
57145,1974,6,17,1974.4589999999998,36,4.0,1,1
57146,1974,6,18,1974.4620000000002,39,4.2,1,1
57147,1974,6,19,1974.464,40,4.3,1,1
57148,1974,6,20,1974.467,29,3.7,1,1
57149,1974,6,21,1974.47,24,3.3,1,1
57150,1974,6,22,1974.473,17,2.8,1,1
57151,1974,6,23,1974.475,17,2.8,1,1
57152,1974,6,24,1974.4779999999998,22,3.2,1,1
57153,1974,6,25,1974.481,22,3.2,1,1
57154,1974,6,26,1974.484,12,2.4,1,1
57155,1974,6,27,1974.486,12,2.4,1,1
57156,1974,6,28,1974.489,26,3.5,1,1
57157,1974,6,29,1974.4920000000002,43,4.4,1,1
57158,1974,6,30,1974.495,67,5.4,1,1
57159,1974,7,1,1974.497,112,7.1,1,1
57160,1974,7,2,1974.5,123,7.4,1,1
57161,1974,7,3,1974.503,127,7.5,1,1
57162,1974,7,4,1974.505,132,7.7,1,1
57163,1974,7,5,1974.5079999999998,135,7.7,1,1
57164,1974,7,6,1974.511,132,7.7,1,1
57165,1974,7,7,1974.514,110,7.0,1,1
57166,1974,7,8,1974.516,84,6.1,1,1
57167,1974,7,9,1974.519,57,5.0,1,1
57168,1974,7,10,1974.5220000000002,37,4.1,1,1
57169,1974,7,11,1974.525,32,3.8,1,1
57170,1974,7,12,1974.527,32,3.8,1,1
57171,1974,7,13,1974.53,40,4.3,1,1
57172,1974,7,14,1974.533,54,4.9,1,1
57173,1974,7,15,1974.536,69,5.6,1,1
57174,1974,7,16,1974.5379999999998,76,5.8,1,1
57175,1974,7,17,1974.5410000000002,74,5.7,1,1
57176,1974,7,18,1974.5439999999999,75,5.8,1,1
57177,1974,7,19,1974.547,67,5.4,1,1
57178,1974,7,20,1974.549,71,5.6,1,1
57179,1974,7,21,1974.5520000000001,78,5.9,1,1
57180,1974,7,22,1974.555,82,6.0,1,1
57181,1974,7,23,1974.558,85,6.1,1,1
57182,1974,7,24,1974.56,81,6.0,1,1
57183,1974,7,25,1974.5629999999999,84,6.1,1,1
57184,1974,7,26,1974.566,85,6.1,1,1
57185,1974,7,27,1974.568,76,5.8,1,1
57186,1974,7,28,1974.5710000000001,72,5.7,1,1
57187,1974,7,29,1974.5739999999998,59,5.1,1,1
57188,1974,7,30,1974.5770000000002,58,5.1,1,1
57189,1974,7,31,1974.579,54,4.9,1,1
57190,1974,8,1,1974.582,52,4.8,1,1
57191,1974,8,2,1974.585,33,3.9,1,1
57192,1974,8,3,1974.588,18,2.9,1,1
57193,1974,8,4,1974.59,25,3.4,1,1
57194,1974,8,5,1974.5929999999998,26,3.5,1,1
57195,1974,8,6,1974.596,37,4.1,1,1
57196,1974,8,7,1974.599,45,4.5,1,1
57197,1974,8,8,1974.601,48,4.6,1,1
57198,1974,8,9,1974.604,61,5.2,1,1
57199,1974,8,10,1974.6070000000002,68,5.5,1,1
57200,1974,8,11,1974.61,76,5.8,1,1
57201,1974,8,12,1974.612,95,6.5,1,1
57202,1974,8,13,1974.615,98,6.6,1,1
57203,1974,8,14,1974.618,93,6.4,1,1
57204,1974,8,15,1974.621,84,6.1,1,1
57205,1974,8,16,1974.6229999999998,81,6.0,1,1
57206,1974,8,17,1974.626,74,5.7,1,1
57207,1974,8,18,1974.629,62,5.3,1,1
57208,1974,8,19,1974.632,61,5.2,1,1
57209,1974,8,20,1974.634,45,4.5,1,1
57210,1974,8,21,1974.6370000000002,40,4.3,1,1
57211,1974,8,22,1974.64,48,4.6,1,1
57212,1974,8,23,1974.642,48,4.6,1,1
57213,1974,8,24,1974.645,40,4.3,1,1
57214,1974,8,25,1974.648,36,4.0,1,1
57215,1974,8,26,1974.651,12,2.4,1,1
57216,1974,8,27,1974.6529999999998,12,2.4,1,1
57217,1974,8,28,1974.656,12,2.4,1,1
57218,1974,8,29,1974.6589999999999,21,3.1,1,1
57219,1974,8,30,1974.662,12,2.4,1,1
57220,1974,8,31,1974.664,22,3.2,1,1
57221,1974,9,1,1974.6670000000001,12,2.4,1,1
57222,1974,9,2,1974.67,12,2.4,1,1
57223,1974,9,3,1974.6729999999998,24,3.3,1,1
57224,1974,9,4,1974.675,52,4.8,1,1
57225,1974,9,5,1974.6779999999999,57,5.0,1,1
57226,1974,9,6,1974.681,62,5.3,1,1
57227,1974,9,7,1974.684,54,4.9,1,1
57228,1974,9,8,1974.6860000000001,45,4.5,1,1
57229,1974,9,9,1974.6889999999999,89,6.3,1,1
57230,1974,9,10,1974.692,105,6.8,1,1
57231,1974,9,11,1974.695,113,7.1,1,1
57232,1974,9,12,1974.6970000000001,113,7.1,1,1
57233,1974,9,13,1974.7,105,6.8,1,1
57234,1974,9,14,1974.703,95,6.5,1,1
57235,1974,9,15,1974.705,91,6.3,1,1
57236,1974,9,16,1974.7079999999999,96,6.5,1,1
57237,1974,9,17,1974.711,101,6.7,1,1
57238,1974,9,18,1974.714,93,6.4,1,1
57239,1974,9,19,1974.7160000000001,72,5.7,1,1
57240,1974,9,20,1974.719,44,4.4,1,1
57241,1974,9,21,1974.7220000000002,19,3.0,1,1
57242,1974,9,22,1974.725,0,0.0,1,1
57243,1974,9,23,1974.727,11,2.3,1,1
57244,1974,9,24,1974.73,17,2.8,1,1
57245,1974,9,25,1974.733,17,2.8,1,1
57246,1974,9,26,1974.736,19,3.0,1,1
57247,1974,9,27,1974.7379999999998,28,3.6,1,1
57248,1974,9,28,1974.741,33,3.9,1,1
57249,1974,9,29,1974.744,54,4.9,1,1
57250,1974,9,30,1974.747,82,6.0,1,1
57251,1974,10,1,1974.749,86,6.2,1,1
57252,1974,10,2,1974.7520000000002,75,5.8,1,1
57253,1974,10,3,1974.755,65,5.4,1,1
57254,1974,10,4,1974.7579999999998,85,6.1,1,1
57255,1974,10,5,1974.76,120,7.3,1,1
57256,1974,10,6,1974.763,118,7.2,1,1
57257,1974,10,7,1974.766,119,7.3,1,1
57258,1974,10,8,1974.7679999999998,137,7.8,1,1
57259,1974,10,9,1974.771,152,8.2,1,1
57260,1974,10,10,1974.774,161,8.5,1,1
57261,1974,10,11,1974.777,156,8.3,1,1
57262,1974,10,12,1974.779,130,7.6,1,1
57263,1974,10,13,1974.7820000000002,108,6.9,1,1
57264,1974,10,14,1974.785,89,6.3,1,1
57265,1974,10,15,1974.7879999999998,68,5.5,1,1
57266,1974,10,16,1974.79,58,5.1,1,1
